OrderID,OrderDate,CustomerID,CustomerName,Region,City,ProductCategory,ProductName,Quantity,UnitPrice,Discount,Sales,Cost,Profit,SalesPerson
1344,2023-01-20,CUST1458,Priya,West,Chennai,Sports,Cricket Bat,2,20567,0.1,37020.6,29498.05,7522.55,Manoj
1345,2023-09-19,CUST1207,Kiran,North,Pune,Clothing,Dress,10,8083,0.02,79213.4,64979.74,14233.66,Arjun
1346,2024-01-19,CUST1075,Ramesh,East,Hyderabad,Electronics,Laptop,8,53106,0.01,420599.52,372352.47,48247.05,Kavitha
1347,2024-04-19,CUST1266,Karthik,South,Bangalore,Sports,Yoga Mat,1,11805,0.11,10506.45,7605.14,2901.31,Arjun
1348,2023-06-20,CUST1495,Bhuvana,North,Hyderabad,Furniture,Sofa,2,19858,0.04,38127.36,29853.46,8273.9,Arjun
1349,2023-01-28,CUST1469,Suresh,West,Bangalore,Sports,Tennis Racket,4,22552,0.09,82089.28,57673.23,24416.05,Rekha
1350,2024-11-13,CUST1061,Divya,East,Bangalore,Furniture,Table,9,13959,0.09,114324.21,88548.0,25776.21,Suresh
1351,2023-10-28,CUST1336,Ramesh,East,Mumbai,Grocery,Soft Drink,10,4236,0.04,40665.6,29894.29,10771.31,Suresh
1352,2024-12-07,CUST1179,Karthik,South,Delhi,Electronics,Headphones,10,20316,0.03,197065.2,140513.01,56552.19,Rekha
1353,2024-01-31,CUST1155,Ramesh,West,Chennai,Electronics,Tablet,8,12249,0.11,87212.88,62279.93,24932.95,Suresh
1354,2023-05-20,CUST1245,Bhuvana,North,Bangalore,Furniture,Sofa,3,14420,0.09,39366.6,28197.92,11168.68,Kavitha
1355,2024-03-06,CUST1425,Vimal,North,Coimbatore,Furniture,Chair,10,36076,0.03,349937.2,278966.91,70970.29,Rekha
1356,2024-10-21,CUST1062,Arul,South,Bangalore,Furniture,Sofa,3,33852,0.01,100540.44,85195.7,15344.74,Suresh
1357,2023-11-07,CUST1198,Ramesh,North,Hyderabad,Clothing,Jacket,9,13642,0.0,122778.0,98689.21,24088.79,Manoj
1358,2024-11-28,CUST1391,Vijay,North,Mumbai,Electronics,Mobile,4,9556,0.02,37459.52,29909.7,7549.82,Arjun
1359,2024-06-21,CUST1398,Saranya,West,Delhi,Furniture,Table,2,12919,0.1,23254.2,18457.41,4796.79,Deepa
1360,2023-09-16,CUST1064,Bhuvana,West,Hyderabad,Clothing,Jacket,7,27209,0.1,171416.7,139463.65,31953.05,Kavitha
1361,2024-09-21,CUST1123,Vijay,West,Bangalore,Electronics,Mobile,7,9155,0.02,62803.3,44261.02,18542.28,Rekha
1362,2023-07-08,CUST1458,Meena,West,Bangalore,Clothing,T-Shirt,5,49289,0.02,241516.1,186859.5,54656.6,Naveen
1363,2024-06-20,CUST1201,Priya,North,Delhi,Furniture,Bed,5,52081,0.11,231760.45,185553.19,46207.26,Kavitha
1364,2024-12-19,CUST1146,Meena,North,Coimbatore,Sports,Yoga Mat,2,42268,0.07,78618.48,64241.0,14377.48,Rekha
1365,2024-02-06,CUST1001,Divya,West,Kolkata,Grocery,Rice Bag,9,49617,0.06,419759.82,346172.27,73587.55,Manoj
1366,2023-10-29,CUST1129,Vimal,West,Chennai,Grocery,Snacks Pack,6,36684,0.05,209098.8,175521.19,33577.61,Arjun
1367,2024-02-05,CUST1326,Suresh,West,Chennai,Furniture,Cupboard,6,34281,0.12,181003.68,141579.78,39423.9,Manoj
1368,2023-02-26,CUST1340,Suresh,North,Chennai,Furniture,Sofa,5,59305,0.03,287629.25,251058.3,36570.95,Kavitha
1369,2024-09-23,CUST1387,Arul,East,Hyderabad,Clothing,T-Shirt,9,37883,0.12,300033.36,250056.42,49976.94,Manoj
1370,2023-05-14,CUST1129,Anitha,West,Kolkata,Grocery,Snacks Pack,7,37243,0.01,258093.99,191084.09,67009.9,Suresh
1371,2023-05-19,CUST1246,Suresh,South,Pune,Furniture,Chair,4,6064,0.05,23043.2,18627.99,4415.21,Deepa
1372,2024-06-14,CUST1500,Ramya,North,Pune,Clothing,Shirt,6,58689,0.04,338048.64,239150.76,98897.88,Deepa
1373,2024-10-30,CUST1098,Kiran,North,Bangalore,Grocery,Snacks Pack,8,41351,0.12,291111.04,228073.09,63037.95,Deepa
1374,2024-03-15,CUST1283,Karthik,East,Delhi,Sports,Tennis Racket,10,58729,0.01,581417.1,420141.14,161275.96,Suresh
1375,2024-06-03,CUST1067,Saranya,West,Bangalore,Clothing,T-Shirt,1,18630,0.01,18443.7,15916.94,2526.76,Rekha
1376,2024-08-29,CUST1115,Ravi,West,Hyderabad,Grocery,Snacks Pack,2,14946,0.12,26304.96,20060.67,6244.29,Kavitha
1377,2023-06-30,CUST1349,Vimal,West,Chennai,Clothing,T-Shirt,5,42741,0.07,198745.65,169154.12,29591.53,Manoj
1378,2024-06-22,CUST1379,Meena,East,Kolkata,Furniture,Table,5,48610,0.05,230897.5,181532.29,49365.21,Manoj
1379,2023-03-29,CUST1339,Vimal,West,Bangalore,Electronics,Laptop,5,55679,0.1,250555.5,179071.23,71484.27,Rekha
1380,2024-10-17,CUST1030,Karthik,East,Pune,Electronics,Headphones,3,51733,0.13,135023.13,117256.21,17766.92,Deepa
1381,2023-08-26,CUST1062,Karthik,West,Bangalore,Sports,Football,7,23922,0.03,162430.38,128966.81,33463.57,Deepa
1382,2023-01-12,CUST1418,Saranya,East,Pune,Sports,Cricket Bat,5,23534,0.09,107079.7,80801.11,26278.59,Rekha
1383,2024-01-26,CUST1123,Anitha,West,Bangalore,Clothing,T-Shirt,4,50549,0.03,196130.12,141204.93,54925.19,Suresh
1384,2024-11-12,CUST1281,Priya,North,Chennai,Furniture,Cupboard,8,43392,0.05,329779.2,247967.7,81811.5,Arjun
1385,2023-09-12,CUST1238,Vijay,North,Delhi,Electronics,Tablet,2,47711,0.03,92559.34,64852.99,27706.35,Suresh
1386,2024-09-29,CUST1191,Anitha,South,Pune,Grocery,Rice Bag,9,23147,0.12,183324.24,134133.41,49190.83,Deepa
1387,2024-11-20,CUST1363,Arul,East,Mumbai,Clothing,Dress,10,980,0.06,9212.0,7663.92,1548.08,Manoj
1388,2023-11-30,CUST1001,Meena,North,Bangalore,Electronics,Smartwatch,2,55331,0.05,105128.9,78528.54,26600.36,Kavitha
1389,2023-03-11,CUST1280,Ramesh,West,Mumbai,Grocery,Biscuits,7,1442,0.07,9387.42,7557.79,1829.63,Kavitha
1390,2024-04-03,CUST1056,Ravi,East,Kolkata,Grocery,Soft Drink,2,49483,0.02,96986.68,85871.52,11115.16,Kavitha
1391,2023-02-01,CUST1079,Kiran,South,Hyderabad,Clothing,Jacket,1,13114,0.1,11802.6,9212.54,2590.06,Kavitha
1392,2024-02-25,CUST1388,Ramesh,North,Pune,Furniture,Chair,9,39976,0.05,341794.8,244407.39,97387.41,Manoj
1393,2023-07-15,CUST1413,Arul,East,Bangalore,Electronics,Laptop,1,54936,0.0,54936.0,41762.22,13173.78,Manoj
1394,2023-09-13,CUST1437,Suresh,West,Mumbai,Clothing,Dress,6,16366,0.03,95250.12,71515.46,23734.66,Manoj
1395,2023-10-14,CUST1456,Saranya,East,Bangalore,Electronics,Laptop,8,27359,0.09,199173.52,158769.02,40404.5,Rekha
1396,2024-03-01,CUST1306,Ramesh,West,Kolkata,Furniture,Chair,3,8195,0.12,21634.8,16496.36,5138.44,Suresh
1397,2024-07-25,CUST1032,Meena,South,Kolkata,Furniture,Sofa,9,52077,0.1,421823.7,354042.6,67781.1,Arjun
1398,2023-01-07,CUST1304,Divya,East,Delhi,Clothing,Dress,9,4009,0.03,34998.57,28259.7,6738.87,Manoj
1399,2023-09-20,CUST1115,Meena,South,Chennai,Furniture,Bed,1,34056,0.1,30650.4,27503.17,3147.23,Naveen
1400,2023-08-05,CUST1274,Divya,West,Mumbai,Furniture,Sofa,6,52528,0.09,286802.88,217491.39,69311.49,Deepa
1401,2023-07-22,CUST1493,Vimal,South,Hyderabad,Electronics,Smartwatch,4,45194,0.02,177160.48,127500.01,49660.47,Suresh
1402,2023-01-19,CUST1306,Ramesh,East,Bangalore,Furniture,Bed,3,12032,0.12,31764.48,22306.72,9457.76,Deepa
1403,2023-07-18,CUST1294,Ramesh,South,Mumbai,Grocery,Biscuits,5,24040,0.09,109382.0,90328.71,19053.29,Manoj
1404,2024-08-17,CUST1487,Karthik,East,Coimbatore,Sports,Cricket Bat,8,42968,0.06,323119.36,268082.61,55036.75,Arjun
1405,2024-01-09,CUST1166,Vijay,South,Hyderabad,Electronics,Tablet,6,4349,0.1,23484.6,20551.76,2932.84,Manoj
1406,2023-08-31,CUST1425,Vimal,East,Delhi,Clothing,Dress,10,53894,0.05,511993.0,400246.9,111746.1,Arjun
1407,2024-07-18,CUST1152,Suresh,South,Chennai,Clothing,Shirt,6,33423,0.12,176473.44,146298.94,30174.5,Naveen
1408,2024-04-30,CUST1344,Vijay,East,Mumbai,Furniture,Table,4,48822,0.11,173806.32,144297.44,29508.88,Arjun
1409,2024-09-05,CUST1261,Arul,West,Chennai,Grocery,Cooking Oil,3,22563,0.14,58212.54,44663.06,13549.48,Kavitha
1410,2024-06-30,CUST1031,Ramesh,East,Bangalore,Electronics,Tablet,9,35749,0.14,276697.26,212633.8,64063.46,Deepa
1411,2024-05-04,CUST1414,Kiran,East,Kolkata,Clothing,T-Shirt,1,39424,0.02,38635.52,34204.1,4431.42,Deepa
1412,2024-02-18,CUST1357,Priya,North,Kolkata,Electronics,Tablet,2,12547,0.03,24341.18,21287.78,3053.4,Arjun
1413,2023-11-25,CUST1398,Divya,South,Bangalore,Furniture,Cupboard,2,2967,0.06,5577.96,3928.27,1649.69,Suresh
1414,2024-12-22,CUST1311,Ravi,South,Chennai,Sports,Yoga Mat,2,13850,0.02,27146.0,22573.5,4572.5,Naveen
1415,2024-02-10,CUST1018,Ramesh,West,Delhi,Electronics,Headphones,3,27829,0.13,72633.69,51188.21,21445.48,Arjun
1416,2023-09-21,CUST1320,Anitha,West,Chennai,Clothing,Jacket,8,18320,0.05,139232.0,106286.72,32945.28,Suresh
1417,2023-11-16,CUST1405,Karthik,North,Pune,Sports,Football,6,45718,0.02,268821.84,217857.9,50963.94,Manoj
1418,2024-09-13,CUST1148,Ravi,East,Chennai,Grocery,Cooking Oil,1,57078,0.02,55936.44,49878.17,6058.27,Suresh
1419,2024-01-04,CUST1180,Vijay,East,Kolkata,Furniture,Sofa,6,40737,0.11,217535.58,153134.4,64401.18,Naveen
1420,2023-09-22,CUST1129,Bhuvana,North,Coimbatore,Clothing,Jacket,5,56210,0.09,255755.5,200688.07,55067.43,Naveen
1421,2024-08-29,CUST1245,Vimal,North,Kolkata,Grocery,Cooking Oil,9,48058,0.02,423871.56,330889.54,92982.02,Suresh
1422,2023-03-06,CUST1483,Ramesh,South,Pune,Clothing,Jeans,2,38139,0.14,65599.08,55090.75,10508.33,Kavitha
1423,2023-12-18,CUST1171,Ravi,East,Mumbai,Electronics,Smartwatch,5,38498,0.04,184790.4,154978.26,29812.14,Suresh
1424,2023-03-12,CUST1343,Vimal,East,Coimbatore,Sports,Tennis Racket,1,4470,0.11,3978.3,2817.92,1160.38,Deepa
1425,2023-02-21,CUST1482,Ramya,South,Pune,Clothing,Jacket,4,12136,0.11,43204.16,37348.51,5855.65,Naveen
1426,2024-08-25,CUST1156,Vijay,North,Pune,Electronics,Smartwatch,4,55086,0.11,196106.16,163018.95,33087.21,Deepa
1427,2023-12-14,CUST1312,Ramesh,North,Coimbatore,Furniture,Chair,4,50751,0.15,172553.4,137721.34,34832.06,Naveen
1428,2024-06-09,CUST1021,Meena,North,Kolkata,Clothing,T-Shirt,6,36376,0.04,209525.76,182957.75,26568.01,Naveen
1429,2023-01-28,CUST1263,Priya,East,Hyderabad,Grocery,Snacks Pack,4,58698,0.08,216008.64,184242.84,31765.8,Deepa
1430,2024-04-06,CUST1144,Meena,West,Delhi,Sports,Dumbbells,1,45162,0.05,42903.9,34807.16,8096.74,Kavitha
1431,2024-07-13,CUST1357,Ramesh,West,Pune,Electronics,Smartwatch,3,30836,0.1,83257.2,69510.11,13747.09,Manoj
1432,2023-11-03,CUST1126,Divya,North,Delhi,Grocery,Cooking Oil,8,36075,0.11,256854.0,208536.76,48317.24,Naveen
1433,2024-09-11,CUST1476,Karthik,East,Delhi,Furniture,Chair,7,8064,0.08,51932.16,46577.3,5354.86,Rekha
1434,2023-03-21,CUST1183,Karthik,East,Kolkata,Electronics,Mobile,2,37705,0.01,74655.9,59875.68,14780.22,Deepa
1435,2024-03-23,CUST1130,Ramya,North,Coimbatore,Electronics,Mobile,6,22586,0.09,123319.56,93768.57,29550.99,Arjun
1436,2023-01-05,CUST1324,Divya,North,Bangalore,Furniture,Table,7,3865,0.02,26513.9,19215.18,7298.72,Naveen
1437,2023-10-11,CUST1071,Bhuvana,East,Hyderabad,Grocery,Snacks Pack,6,49222,0.08,271705.44,210554.34,61151.1,Kavitha
1438,2024-10-30,CUST1406,Karthik,West,Chennai,Sports,Dumbbells,10,22927,0.09,208635.7,176917.22,31718.48,Kavitha
1439,2024-07-11,CUST1114,Anitha,West,Delhi,Electronics,Smartwatch,3,56993,0.01,169269.21,125452.69,43816.52,Suresh
1440,2023-08-07,CUST1188,Bhuvana,South,Bangalore,Grocery,Snacks Pack,8,35899,0.0,287192.0,232539.08,54652.92,Manoj
1441,2023-01-20,CUST1457,Meena,East,Bangalore,Clothing,Jacket,2,43708,0.08,80422.72,63609.52,16813.2,Suresh
1442,2023-12-05,CUST1185,Kiran,East,Bangalore,Electronics,Smartwatch,6,29176,0.01,173305.44,153895.03,19410.41,Naveen
1443,2023-01-31,CUST1142,Anitha,East,Hyderabad,Furniture,Chair,9,25717,0.11,205993.17,178774.07,27219.1,Kavitha
1444,2023-05-31,CUST1013,Meena,South,Delhi,Clothing,Dress,2,31930,0.07,59389.8,48178.75,11211.05,Rekha
1445,2023-02-02,CUST1114,Bhuvana,East,Hyderabad,Furniture,Chair,7,12670,0.07,82481.7,66121.98,16359.72,Arjun
1446,2023-05-18,CUST1238,Anitha,East,Coimbatore,Sports,Yoga Mat,6,57671,0.15,294122.1,206767.97,87354.13,Suresh
1447,2023-02-03,CUST1075,Anitha,East,Kolkata,Grocery,Rice Bag,9,32540,0.02,287002.8,211838.37,75164.43,Deepa
1448,2024-11-29,CUST1342,Karthik,South,Hyderabad,Electronics,Headphones,10,12748,0.06,119831.2,90345.67,29485.53,Naveen
1449,2024-09-17,CUST1218,Priya,West,Delhi,Electronics,Mobile,5,47283,0.12,208045.2,183292.67,24752.53,Rekha
1450,2023-03-27,CUST1311,Divya,South,Chennai,Sports,Tennis Racket,6,52193,0.12,275579.04,236977.19,38601.85,Naveen
1451,2024-05-26,CUST1107,Karthik,North,Chennai,Furniture,Sofa,3,28493,0.05,81205.05,71695.46,9509.59,Naveen
1452,2024-06-05,CUST1338,Meena,South,Coimbatore,Clothing,Jeans,2,29835,0.01,59073.3,43614.1,15459.2,Suresh
1453,2024-06-25,CUST1037,Suresh,West,Bangalore,Electronics,Smartwatch,8,50420,0.02,395292.8,295044.48,100248.32,Deepa
1454,2023-11-12,CUST1146,Kiran,South,Hyderabad,Furniture,Table,10,37765,0.01,373873.5,269443.2,104430.3,Rekha
1455,2024-06-26,CUST1270,Anitha,West,Coimbatore,Electronics,Smartwatch,3,12001,0.13,31322.61,23543.3,7779.31,Rekha
1456,2023-05-10,CUST1454,Arul,South,Delhi,Sports,Cricket Bat,9,41697,0.01,371520.27,263038.75,108481.52,Manoj
1457,2024-05-14,CUST1209,Kiran,South,Coimbatore,Electronics,Headphones,7,47890,0.04,321820.8,288394.58,33426.22,Arjun
1458,2023-09-09,CUST1398,Priya,North,Coimbatore,Sports,Football,3,10886,0.06,30698.52,24856.38,5842.14,Kavitha
1459,2023-04-28,CUST1002,Bhuvana,West,Kolkata,Clothing,Jeans,2,34278,0.11,61014.84,45942.62,15072.22,Naveen
1460,2024-04-15,CUST1342,Ramesh,North,Bangalore,Sports,Yoga Mat,6,16467,0.09,89909.82,76874.83,13034.99,Kavitha
1461,2023-10-20,CUST1184,Anitha,North,Kolkata,Grocery,Cooking Oil,2,9794,0.07,18216.84,14025.81,4191.03,Rekha
1462,2023-11-08,CUST1055,Vimal,South,Pune,Sports,Dumbbells,6,43073,0.12,227425.44,159253.55,68171.89,Rekha
1463,2024-01-05,CUST1036,Ravi,South,Chennai,Furniture,Sofa,9,46837,0.13,366733.71,267935.08,98798.63,Naveen
1464,2024-02-09,CUST1498,Arul,East,Bangalore,Electronics,Smartwatch,10,53716,0.06,504930.4,432087.81,72842.59,Arjun
1465,2023-12-18,CUST1406,Saranya,North,Kolkata,Electronics,Mobile,4,2090,0.13,7273.2,5961.17,1312.03,Kavitha
1466,2023-02-19,CUST1447,Bhuvana,East,Coimbatore,Grocery,Biscuits,8,12833,0.14,88291.04,67906.04,20385.0,Kavitha
1467,2024-03-10,CUST1404,Bhuvana,North,Pune,Furniture,Chair,10,29086,0.03,282134.2,242707.05,39427.15,Deepa
1468,2024-07-28,CUST1482,Ramesh,West,Bangalore,Furniture,Sofa,4,38742,0.04,148769.28,113839.44,34929.84,Kavitha
1469,2024-12-25,CUST1072,Saranya,East,Bangalore,Grocery,Snacks Pack,3,10920,0.01,32432.4,22812.43,9619.97,Arjun
1470,2024-07-05,CUST1303,Suresh,South,Chennai,Clothing,Dress,7,46374,0.03,314879.46,263170.32,51709.14,Manoj
1471,2024-06-19,CUST1233,Vimal,West,Hyderabad,Electronics,Smartwatch,7,47957,0.15,285344.15,227226.87,58117.28,Rekha
1472,2024-05-04,CUST1355,Meena,East,Delhi,Grocery,Snacks Pack,4,35010,0.03,135838.8,110129.62,25709.18,Manoj
1473,2024-01-28,CUST1286,Priya,South,Coimbatore,Grocery,Soft Drink,4,23563,0.07,87654.36,75083.82,12570.54,Manoj
1474,2023-04-27,CUST1291,Meena,South,Chennai,Sports,Tennis Racket,10,58634,0.11,521842.6,446554.26,75288.34,Rekha
1475,2023-06-22,CUST1423,Ravi,West,Delhi,Sports,Cricket Bat,10,51251,0.06,481759.4,411673.8,70085.6,Deepa
1476,2024-01-24,CUST1427,Meena,North,Delhi,Furniture,Bed,3,27253,0.12,71947.92,64514.35,7433.57,Manoj
1477,2024-12-16,CUST1158,Ramya,West,Mumbai,Furniture,Cupboard,8,25043,0.13,174299.28,134328.37,39970.91,Arjun
1478,2023-07-07,CUST1365,Divya,North,Kolkata,Electronics,Mobile,6,41150,0.07,229617.0,161699.45,67917.55,Naveen
1479,2024-07-23,CUST1319,Meena,North,Bangalore,Furniture,Bed,6,53511,0.07,298591.38,265277.09,33314.29,Naveen
1480,2024-09-11,CUST1059,Kiran,South,Kolkata,Sports,Tennis Racket,5,28736,0.06,135059.2,117792.42,17266.78,Naveen
1481,2023-02-14,CUST1380,Kiran,South,Bangalore,Sports,Cricket Bat,3,39285,0.02,115497.9,100479.21,15018.69,Rekha
1482,2023-10-01,CUST1487,Ravi,West,Bangalore,Furniture,Bed,7,4727,0.03,32096.33,26500.0,5596.33,Suresh
1483,2023-06-18,CUST1408,Kiran,South,Bangalore,Furniture,Chair,9,43331,0.08,358780.68,266326.29,92454.39,Deepa
1484,2024-02-14,CUST1173,Meena,East,Chennai,Clothing,T-Shirt,8,29384,0.12,206863.36,162618.58,44244.78,Rekha
1485,2023-06-08,CUST1312,Karthik,East,Pune,Grocery,Soft Drink,3,40749,0.02,119802.06,89386.92,30415.14,Naveen
1486,2024-06-29,CUST1423,Arul,West,Pune,Grocery,Biscuits,1,7787,0.04,7475.52,5563.04,1912.48,Deepa
1487,2023-04-29,CUST1401,Ramya,West,Delhi,Clothing,Jacket,7,59021,0.14,355306.42,279925.47,75380.95,Rekha
1488,2024-08-10,CUST1425,Vimal,South,Chennai,Electronics,Headphones,3,8455,0.0,25365.0,20474.85,4890.15,Arjun
1489,2023-11-01,CUST1324,Vijay,West,Hyderabad,Electronics,Smartwatch,7,2661,0.06,17509.38,14487.38,3022.0,Rekha
1490,2024-12-20,CUST1274,Priya,North,Coimbatore,Electronics,Headphones,10,57007,0.1,513063.0,426305.34,86757.66,Deepa
1491,2023-08-08,CUST1218,Arul,North,Coimbatore,Furniture,Sofa,8,17565,0.0,140520.0,107130.37,33389.63,Rekha
1492,2023-01-25,CUST1081,Vijay,South,Mumbai,Electronics,Headphones,7,38485,0.05,255925.25,229115.24,26810.01,Manoj
1493,2023-10-11,CUST1404,Priya,East,Chennai,Electronics,Headphones,7,36712,0.0,256984.0,202179.53,54804.47,Naveen
1494,2023-06-13,CUST1420,Meena,South,Mumbai,Furniture,Cupboard,1,38237,0.07,35560.41,28437.05,7123.36,Arjun
1495,2023-07-26,CUST1499,Divya,East,Delhi,Furniture,Table,10,24741,0.11,220194.9,172463.76,47731.14,Suresh
1496,2024-09-03,CUST1452,Divya,West,Chennai,Electronics,Headphones,2,20928,0.08,38507.52,28279.2,10228.32,Naveen
1497,2024-04-06,CUST1130,Ramya,East,Mumbai,Sports,Cricket Bat,5,38552,0.09,175411.6,157455.58,17956.02,Deepa
1498,2024-08-18,CUST1278,Bhuvana,North,Kolkata,Clothing,T-Shirt,7,59122,0.11,368330.06,331419.53,36910.53,Arjun
1499,2023-03-30,CUST1275,Saranya,North,Kolkata,Grocery,Rice Bag,7,57832,0.09,368389.84,301689.6,66700.24,Deepa
1500,2023-08-12,CUST1226,Ravi,East,Bangalore,Electronics,Smartwatch,3,35121,0.08,96933.96,86441.45,10492.51,Manoj
1501,2024-01-03,CUST1279,Kiran,North,Pune,Grocery,Snacks Pack,3,23608,0.07,65866.32,54633.09,11233.23,Manoj
1502,2023-09-12,CUST1201,Karthik,East,Hyderabad,Sports,Dumbbells,7,24994,0.1,157462.2,132931.73,24530.47,Suresh
1503,2023-12-29,CUST1221,Ramya,East,Pune,Electronics,Headphones,3,42672,0.09,116494.56,82421.83,34072.73,Naveen
1504,2024-08-02,CUST1223,Suresh,North,Kolkata,Electronics,Tablet,9,35399,0.07,296289.63,244534.74,51754.89,Manoj
1505,2023-05-15,CUST1168,Bhuvana,North,Mumbai,Furniture,Chair,6,36381,0.14,187725.96,162287.65,25438.31,Rekha
1506,2023-04-19,CUST1500,Priya,North,Kolkata,Sports,Yoga Mat,8,52717,0.03,409083.92,347393.76,61690.16,Deepa
1507,2023-04-09,CUST1009,Arul,North,Pune,Electronics,Laptop,7,28883,0.07,188028.33,147215.64,40812.69,Suresh
1508,2023-04-24,CUST1099,Bhuvana,West,Hyderabad,Furniture,Sofa,7,5266,0.02,36124.76,25826.23,10298.53,Suresh
1509,2023-11-04,CUST1204,Vijay,South,Hyderabad,Furniture,Cupboard,4,15356,0.11,54667.36,42419.5,12247.86,Manoj
1510,2024-11-14,CUST1051,Suresh,East,Hyderabad,Furniture,Cupboard,7,34927,0.06,229819.66,183418.54,46401.12,Arjun
1511,2023-12-03,CUST1448,Divya,South,Hyderabad,Grocery,Snacks Pack,8,57454,0.12,404476.16,331400.14,73076.02,Naveen
1512,2023-02-01,CUST1431,Vimal,South,Chennai,Grocery,Snacks Pack,10,20609,0.06,193724.6,143110.48,50614.12,Manoj
1513,2024-10-24,CUST1207,Vimal,East,Chennai,Electronics,Tablet,3,43673,0.01,129708.81,100628.12,29080.69,Kavitha
1514,2024-06-07,CUST1350,Ramesh,South,Coimbatore,Clothing,Jacket,9,49224,0.04,425295.36,340105.7,85189.66,Deepa
1515,2023-06-13,CUST1446,Arul,North,Bangalore,Furniture,Table,1,28229,0.07,26252.97,20151.57,6101.4,Kavitha
1516,2024-12-13,CUST1346,Bhuvana,North,Bangalore,Electronics,Mobile,8,3543,0.1,25509.6,18469.61,7039.99,Arjun
1517,2023-04-28,CUST1235,Ravi,South,Coimbatore,Grocery,Cooking Oil,10,4976,0.02,48764.8,34268.23,14496.57,Rekha
1518,2023-08-23,CUST1496,Meena,South,Coimbatore,Furniture,Chair,3,2077,0.13,5420.97,4201.14,1219.83,Rekha
1519,2023-05-21,CUST1065,Suresh,West,Pune,Grocery,Cooking Oil,10,13869,0.13,120660.3,92138.09,28522.21,Manoj
1520,2024-07-14,CUST1498,Vimal,South,Mumbai,Clothing,Jeans,9,5159,0.03,45038.07,38948.36,6089.71,Deepa
1521,2023-09-23,CUST1074,Arul,North,Kolkata,Furniture,Bed,7,47832,0.0,334824.0,260024.29,74799.71,Manoj
1522,2024-11-18,CUST1200,Saranya,East,Hyderabad,Clothing,Jacket,9,14178,0.1,114841.8,101879.95,12961.85,Deepa
1523,2023-01-07,CUST1171,Ramya,West,Pune,Clothing,Jacket,6,14743,0.13,76958.46,63155.52,13802.94,Kavitha
1524,2023-01-22,CUST1050,Anitha,North,Hyderabad,Furniture,Chair,3,38559,0.0,115677.0,86177.23,29499.77,Kavitha
1525,2023-01-07,CUST1317,Divya,South,Hyderabad,Clothing,Dress,3,27923,0.06,78742.86,68081.2,10661.66,Naveen
1526,2023-07-11,CUST1089,Priya,West,Hyderabad,Clothing,Dress,5,47426,0.02,232387.4,200717.83,31669.57,Naveen
1527,2024-12-12,CUST1309,Ramya,East,Kolkata,Sports,Dumbbells,1,42602,0.13,37063.74,32915.92,4147.82,Kavitha
1528,2024-05-09,CUST1346,Ravi,North,Coimbatore,Grocery,Rice Bag,10,47432,0.15,403172.0,322934.16,80237.84,Suresh
1529,2023-03-16,CUST1218,Kiran,East,Mumbai,Electronics,Headphones,10,6713,0.13,58403.1,46900.19,11502.91,Suresh
1530,2024-07-17,CUST1046,Ravi,East,Hyderabad,Furniture,Bed,2,33778,0.14,58098.16,47651.09,10447.07,Deepa
1531,2023-08-31,CUST1454,Ramya,East,Hyderabad,Electronics,Laptop,9,33476,0.05,286219.8,224789.82,61429.98,Manoj
1532,2023-04-08,CUST1165,Kiran,East,Coimbatore,Electronics,Headphones,2,27920,0.13,48580.8,40978.43,7602.37,Arjun
1533,2024-05-06,CUST1396,Saranya,East,Hyderabad,Clothing,Jacket,1,57545,0.1,51790.5,46306.5,5484.0,Suresh
1534,2023-05-30,CUST1165,Kiran,North,Kolkata,Electronics,Smartwatch,4,54622,0.12,192269.44,138059.39,54210.05,Kavitha
1535,2024-03-23,CUST1405,Saranya,East,Delhi,Clothing,Shirt,5,16433,0.03,79700.05,58806.68,20893.37,Suresh
1536,2023-05-11,CUST1378,Priya,East,Bangalore,Clothing,Dress,8,9335,0.05,70946.0,54370.31,16575.69,Suresh
1537,2023-05-19,CUST1070,Arul,East,Mumbai,Clothing,Jacket,2,36564,0.02,71665.44,59332.81,12332.63,Suresh
1538,2024-03-06,CUST1472,Karthik,South,Delhi,Electronics,Laptop,8,59503,0.04,456983.04,349012.83,107970.21,Arjun
1539,2024-08-16,CUST1113,Karthik,North,Chennai,Grocery,Soft Drink,5,40874,0.03,198238.9,173436.78,24802.12,Suresh
1540,2024-04-05,CUST1371,Meena,West,Bangalore,Grocery,Snacks Pack,3,7812,0.0,23436.0,17227.13,6208.87,Naveen
1541,2024-09-02,CUST1120,Meena,West,Mumbai,Clothing,T-Shirt,4,11830,0.07,44007.6,39277.72,4729.88,Suresh
1542,2023-06-19,CUST1241,Ramesh,East,Chennai,Electronics,Tablet,10,1678,0.01,16612.2,14375.6,2236.6,Suresh
1543,2023-08-24,CUST1441,Anitha,South,Chennai,Electronics,Headphones,6,58692,0.1,316936.8,242351.77,74585.03,Suresh
1544,2024-02-24,CUST1474,Divya,North,Bangalore,Furniture,Chair,6,46711,0.11,249436.74,216385.3,33051.44,Rekha
1545,2023-06-11,CUST1495,Kiran,West,Chennai,Grocery,Rice Bag,2,13079,0.11,23280.62,20316.83,2963.79,Rekha
1546,2024-09-11,CUST1270,Suresh,West,Chennai,Sports,Football,3,28996,0.11,77419.32,56912.07,20507.25,Naveen
